"LTER_site","local_site","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","GREEN LAKE 4",2002,2002-07-04,"0910","6.49","18.78","52.1","NP","NP","0.32","1.46","110.33","24.59","17.4","7.16","3.84","14.89","85.17","NP","26.50","161.26","156","0.02","20.32","18.98","1.34","2.63","16.35","0.11","0.06","0.04","0.06","NP","-16.14","NP","NP","NP","NP","NP","NP","0.79","0.81","NP",NaN
"NWT","GREEN LAKE 4",2002,2002-07-11,"0930","6.61","18.1","51.62","NP","NP","0.25","NP","109.66","23.43","16.88","6.11","3.41","13.52","83.78","NP","23.07","156.32","152.33","0.01","19.88","17.71","2.17","4.19","13.52","0.08","0.08","NP","0.08","NP","-16.26","NP","NP","NP","NP","NP","NP","0.7","0.72","NP",NaN
"NWT","GREEN LAKE 4",2002,2002-07-18,"0910","6.66","18.3","50.71","NP","NP","0.22","0.74","108.23","22.84","17.05","6.11","3.10","10.79","82.24","NP","13.20","155.2","146.84","0.03","15.98","14.51","1.46","2.98","11.53","0.17","0.11","0.06","0.11","NP","-16.23","NP","NP","NP","NP","NP","NP","0.75","0.77","NP",NaN
"NWT","GREEN LAKE 4",2002,2002-07-25,"0855","6.78","18.69","50.29","NP","NP","0.17","0.92","111.53","23.48","16.88","6.24","3.13","9.81","89.23","NP","11.85","159.21","152.46","0.02","18","13.59","4.41","2.86","10.73","0.36","0.15","0.2","0.15","NP","-15.91","NP","NP","NP","NP","NP","NP","0.73","0.71","0.02",NaN
"NWT","GREEN LAKE 4",2002,2002-08-01,"0900","6.59","19.73","57.72","NP","NP","0.26","1.43","118.21","24.28","17.7","6.7","3.27","10.11","94.34","NP","16.08","168.58","165.44","0.01","15.75","14.34","1.41","2.8","11.54","0.14","0.15","NP","0.15","NP","-15.65","NP","NP","NP","NP","NP","NP","0.8","0.71","0.09",NaN
"NWT","GREEN LAKE 4",2002,2002-08-08,"0840","6.62","20.6","59.46","NP","NP","0.24","0.83","125.37","25.63","17.92","7.14","3.27","12.00","101.54","NP","21.68","177.12","176.27","0","18.6","16.29","2.31","3.46","12.83","0.25","0.07","0.18","0.07","NP","-15.2","NP","NP","NP","NP","NP","NP","NP","NP","NP",NaN
"NWT","GREEN LAKE 4",2002,2002-08-15,"0925","6.47","22","50.72","NP","NP","0.34","2.01","131.47","26.78","18.75","7.57","3.13","14.43","109.72","NP","25.05","186.91","178.01","0.02","26.02","19.63","6.38","3.19","16.44","0.51","NP","0.51","NP","NP","NP","NP","NP","NP","NP","NP","NP","1.07","0.91","0.16",NaN
"NWT","GREEN LAKE 4",2002,2002-08-22,"0850","6.42","22.1","53.69","NP","NP","0.38","1.76","133.65","27.17","18.4","7.29","3.13","12.53","111.32","NP","26.40","188.65","180.68","0.02","18.31","17.78","0.52","3.5","14.29","NP","NP","NP","NP","NP","-14.63","NP","NP","NP","NP","NP","NP","0.92","0.88","0.04",NaN
"NWT","GREEN LAKE 4",2002,2002-08-29,"0815","6.62","22.8","60.36","NP","NP","0.24","1.38","133.79","27.91","19.57","7.29","3.13","12.13","113.10","NP","28.31","190.18","188.72","0","20.67","16.48","4.18","2.98","13.51","0.47","NP","0.47","NP","NP","-14.47","NP","NP","NP","NP","NP","NP","1.03","1","0.02",NaN
"NWT","GREEN LAKE 4",2002,2002-09-05,"0825","6.6","23.2","63.76","NP","NP","0.25","1.25","134.72","28.06","19.92","7.57","3.07","11.64","113.22","NP","28.64","191.77","191.7","0","17.66","14.81","2.85","1.92","12.89","0.19","NP","0.19","NP","NP","-14.25","NP","NP","NP","NP","NP","NP","0.98","0.95","0.03",NaN
"NWT","GREEN LAKE 4",2002,2002-09-12,"1210","6.61","25.6","66.83","NP","NP","0.25","2.2","152.35","31.89","20.92","8.47","3.33","13.84","132.81","NP","29.64","216.07","216.81","0","20.65","19.09","1.56","3.05","16.04","NP","NP","NP","NP","NP","-14.07","NP","NP","NP","NP","NP","NP","0.98","0.97","0.01",NaN
"NWT","GREEN LAKE 4",2002,2002-09-25,"1125","6.57","31.5","52.8","NP","NP","0.27","0.66","188.81","39.65","23.71","9.79","4.12","22.15","176.32","NP","35.48","262.89","255.39","0.01","26.23","25.57","0.66","2.76","22.81","0.17","NP","0.17","NP","NP","-13.59","NP","NP","NP","NP","NP","NP","0.95","0.92","0.02",NaN
"NWT","GREEN LAKE 4",2002,2002-10-21,"1025","6.61","34.1","63.62","NP","NP","0.25","0.95","201.05","42.01","26.23","9.92","4.63","24.27","188.86","NP","37.34","280.41","281.37","0","28.22","28.06","0.16","2.84","25.22","0.18","0.17","NP","0.17","NP","-13.33","NP","NP","NP","NP","NP","NP","0.94","0.92","0.02",NaN
"NWT","GREEN LAKE 4",2002,2002-11-19,"1300","6.66","39.3","84.93","NP","NP","0.22","2.88","223.62","46.84","36.32","16.11","12.04","29.67","202.89","NP","42.76","325.99","329.54","-0.01","44.83","41.65","3.18","9.1","32.55","0.15","0.09","0.06","0.09","NP","-13.44","NP","NP","NP","NP","NP","NP","NP","NP","NP","Possible KCl contamination."
"NWT","GREEN LAKE 4",2002,2002-12-16,"1240","6.66","45.4","92.64","NP","NP","0.22","6.67","259.54","53.66","38.8","17.34","12.10","36.69","231.98","NP","50.97","376.23","373.41","0","53.07","47.88","5.19","4.52","43.36","0.25","0.25","NP","0.25","NP","-13.89","NP","NP","NP","NP","NP","NP","NP","NP","NP","Possible KCl contamination."
"NWT","GREEN LAKE 4",2003,2003-01-07,"1300","6.68","47.2","100.61","NP","NP","0.21","1.39","272.19","56.95","40.76","16.27","10.77","36.17","247.20","NP","52.33","387.75","394.75","-0.01","47.81","46.01","1.8","8.45","37.56","0.29","0.16","0.14","0.16","NP","-14.16","NP","NP","NP","NP","NP","NP","1.19","1.22","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-02-20,"1230","6.57","46.3","96.54","NP","NP","0.27","9.82","270.82","54.06","41.98","17.34","15.12","32.85","241.95","0.19","50.97","394.28","386.65","0.01","49.6","47.38","2.22","4.72","42.67","0.12","0.09","0.02","0.03","0.06","-14","NP","NP","NP","NP","NP","NP","1.24","1.23","0.02","NH4+ and Cl- were checked."
"NWT","GREEN LAKE 4",2003,2003-04-17,"1140","6.46","41.1","81.02","NP","NP","0.35","3.97","228.69","46.67","30.23","11.84","6.57","26.39","221.23","NP","42.71","321.75","335.21","-0.02","36.63","33.76","2.87","3.4","30.35","0.08","0.08","NP","0.08","NP","-13.74","NP","NP","NP","NP","NP","NP","0.79","0.8","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-05-13,"1215","6.87","42.4","111.19","NP","NP","0.13","2.87","240.45","50.64","33.84","14.91","9.82","28.05","207.14","NP","46.10","342.84","356.19","-0.02","44.65","39.78","4.87","8.86","30.92","0.62","0.64","NP","0.64","NP","-14.01","NP","NP","NP","NP","NP","NP","1.39","1.05","0.35",NaN
"NWT","GREEN LAKE 4",2003,2003-05-20,"1315","6.65","37.7","88.33","NP","NP","0.22","2.28","230.65","47.34","28.88","12.68","5.64","30.59","192.75","0.19","44.44","322.07","317.51","0.01","31.34","33.28","NP","0.41","32.88","0.21","0.17","0.03","0.11","0.06","-14.45","NP","NP","NP","NP","NP","NP","1.11","1.12","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-05-27,"1030","6.8","31.4","83.62","NP","NP","0.16","1.78","190.23","41.52","23.92","16.65","6.32","32.14","143.78","NP","38.88","274.27","265.86","0.02","34.74","33.86","0.89","NP","33.93","0.24","0.2","0.04","0.2","NP","-15.64","NP","NP","NP","NP","NP","NP","1.95","2.02","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-05-29,"1330","6.39","22.4","60.43","NP","NP","0.41","1.56","131.25","32.12","17.09","15.52","5.42","30.93","88.69","NP","29.40","197.95","185.47","0.03","33.11","33.23","NP","0.74","32.49","0.33","0.26","0.07","0.26","NP","-17.18","NP","NP","NP","NP","NP","NP","1.98","2","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-06-05,"1000","6.17","16.51","44.05","NP","NP","0.68","1.93","92.88","22","15.31","7.75","3.86","31.55","59.19","NP","28.21","140.54","138.65","0.01","34.63","31.43","3.2","NP","33.48","0.31","0.25","0.06","0.25","NP","-17.43","NP","NP","NP","NP","NP","NP","1.11","1.03","0.08",NaN
"NWT","GREEN LAKE 4",2003,2003-06-12,"1015","6.2","16.9","40","NP","NP","0.63","1.42","94.12","22.51","15.35","7.37","3.53","32.63","60.61","NP","31.06","141.4","136.76","0.02","33.12","31.81","1.31","NP","34.05","0.48","0.22","0.26","0.22","NP","-17.77","NP","NP","NP","NP","NP","NP","1.2","1.18","0.02",NaN
"NWT","GREEN LAKE 4",2003,2003-06-19,"0935","6.43","15.32","47.78","NP","NP","0.37","0.41","91.72","20.68","17.27","6.16","3.05","26.88","57.78","NP","29.30","136.61","135.49","0","27.33","27.56","NP","0.27","27.29","0.18","0.13","0.05","0.13","NP","-17.23","NP","NP","NP","NP","NP","NP","0.93","0.92","0.01",NaN
"NWT","GREEN LAKE 4",2003,2003-06-26,"1010","6.53","15.34","48.8","NP","NP","0.3","0.51","88.02","19.54","15.01","5.52","2.59","21.95","57.23","NP","26.35","128.9","130.58","-0.01","22.43","23.42","NP","0.95","22.46","0.16","0.1","0.06","0.1","NP","-16.59","NP","NP","NP","NP","NP","NP","0.87","0.86","0.01",NaN
"NWT","GREEN LAKE 4",2003,2003-07-03,"0930","6.46","16.99","42.92","NP","NP","0.35","0.45","100.67","21.81","15.4","6.34","2.74","18.50","72.79","NP","28.54","145.01","136.94","0.03","18.95","17.91","1.04","NP","18.95","0.17","0.06","0.11","0.06","NP","-16.55","NP","NP","NP","NP","NP","NP","0.74","0.76","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-07-10,"0905","6.56","13.6","46.26","NP","NP","0.28","0.32","79.03","17.88","13.31","4.86","2.03","14.55","54.65","NP","25.83","115.67","117.49","-0.01","14.56","13.46","1.09","NP","14.87","0.16","0.06","0.1","0.06","NP","-16.77","NP","NP","NP","NP","NP","NP","0.62","0.56","0.06",NaN
"NWT","GREEN LAKE 4",2003,2003-07-15,"0930","6.45","13","49.89","NP","NP","0.35","2.28","79.12","17.59","12.88","4.45","2.00","12.61","49.86","NP","27.89","116.67","114.37","0.01","16.61","14.39","2.21","NP","14.9","0.18","0.08","0.1","0.08","NP","-16.97","NP","NP","NP","NP","NP","NP","0.64","0.61","0.03",NaN
"NWT","GREEN LAKE 4",2003,2003-07-17,"1100","6.59","12.73","42.87","NP","NP","0.26","1.63","75.2","16.68","15.09","4.71","2.09","12.69","52.03","NP","26.09","113.57","109.68","0.02","15.68","13.95","1.73","NP","14.32","0.05","NP","0.05","NP","NP","-17.07","NP","NP","NP","NP","NP","NP","0.74","0.71","0.03",NaN
"NWT","GREEN LAKE 4",2003,2003-07-24,"0950","6.42","12.53","43.69","NP","NP","0.38","1.11","74.45","16.91","12.18","4.32","1.75","12.53","54.88","NP","26.52","109.35","112.85","-0.02","18.05","14.29","3.76","0.64","13.65","0.09","0.09","NP","0.09","NP","-16.82","NP","NP","NP","NP","NP","NP","0.66","0.7","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-07-31,"0745","6.53","12.94","46.14","NP","NP","0.3","2.03","76.4","16.64","12.31","4.63","1.61","11.42","54.90","NP","26.63","112.31","114.07","-0.01","16.62","16.61","0.01","3.16","13.45","0.1","0.1","NP","0.1","NP","-15.68","NP","NP","NP","NP","NP","NP","0.62","0.55","0.07",NaN
"NWT","GREEN LAKE 4",2003,2003-08-07,"0840","6.43","13.34","46.23","NP","NP","0.37","2","81.52","18.62","12.96","3.58","1.52","9.97","61.48","NP","27.90","119.06","119.2","0","15.67","14.65","1.01","2.69","11.97","0.1","0.1","NP","0.1","NP","-16.19","NP","NP","NP","NP","NP","NP","0.66","0.58","0.08",NaN
"NWT","GREEN LAKE 4",2003,2003-08-14,"0810","6.47","14.28","53.84","NP","NP","0.34","0.93","86.78","19.49","13.83","4.88","2.34","9.47","67.10","NP","27.96","126.25","132.75","-0.03","12.21","11.7","0.51","1.3","10.4","0.13","0.07","0.07","0.07","NP","-16.04","NP","NP","NP","NP","NP","NP","0.76","0.75","0.01",NaN
"NWT","GREEN LAKE 4",2003,2003-08-21,"0920","6.44","17.28","51.39","NP","NP","0.36","1.78","101.2","22.25","15.53","5.5","1.66","10.74","80.51","NP","30.05","146.62","144.31","0.01","14.46","12.87","1.58","0.35","12.52","0.14","0.11","0.03","0.11","NP","-15.97","NP","NP","NP","NP","NP","NP","0.68","0.67","0.01",NaN
"NWT","GREEN LAKE 4",2003,2003-08-28,"1315","6.5","19.98","53.04","NP","NP","0.32","1.4","109.66","24.91","16.62","5.88","1.83","12.34","96.67","NP","34.43","158.78","163.88","-0.02","15.17","14.5","0.67","0.76","13.74","0.1","0.05","0.05","0.05","NP","-15.67","NP","NP","NP","NP","NP","NP","0.73","0.63","0.1",NaN
"NWT","GREEN LAKE 4",2003,2003-09-04,"0855","6.58","22.7","55.94","NP","NP","0.26","1.76","136.32","31.05","18.75","7.52","2.20","16.64","121.19","NP","37.33","195.66","195.98","0","19.48","18.98","0.5","0.58","18.4","0.19","0.09","0.1","0.09","NP","-15.15","NP","NP","NP","NP","NP","NP","0.64","0.66","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-09-11,"0950","6.4","26.65","52","NP","NP","0.4","NP","168.15","37.68","20.23","8.06","2.65","20.84","156.75","NP","41.09","234.51","232.24","0","25.23","23.28","1.95","2.44","20.84","0.15","0.08","0.07","0.08","NP","-14.73","NP","NP","NP","NP","NP","NP","0.71","0.7","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-09-18,"0900","6.34","28.7","54.95","NP","NP","0.46","0.43","181.15","39.31","21.88","8.7","2.48","22.45","169.97","NP","42.27","251.92","249.86","0","29.21","25.87","3.33","2.99","22.88","0.1","0.12","NP","0.12","NP","-14.36","NP","NP","NP","NP","NP","NP","0.9","0.76","0.14",NaN
"NWT","GREEN LAKE 4",2003,2003-09-25,"0855","6.87","29.5","61.47","NP","NP","0.13","NP","186.18","39.83","22.49","8.44","2.59","22.98","175.41","NP","42.91","257.08","262.46","-0.01","28.29","26.18","2.12","3.2","22.98","0.17","0.1","0.06","0.1","NP","-14.06","NP","NP","NP","NP","NP","NP","0.73","0.73","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-10-02,"0915","6.45","30.2","62.14","NP","NP","0.35","1.56","187.74","40.57","23.45","8.54","2.71","22.26","177.05","NP","43.93","262.21","264.16","0","26.47","25.23","1.23","1.42","23.81","NP","0.18","NP","0.18","NP","-14.03","NP","NP","NP","NP","NP","NP","0.73","0.65","0.08",NaN
"NWT","GREEN LAKE 4",2003,2003-10-09,"0910","6.66","30.9","53.61","NP","NP","0.22","1.21","190.05","41.24","23.75","8.9","2.91","21.97","180.41","NP","43.34","265.37","258.89","0.01","27.47","25.12","2.35","1.94","23.18","0.14","0.13","0.01","0.13","NP","-13.89","NP","NP","NP","NP","NP","NP","0.73","0.74","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-10-23,"0950","6.7","32.1","63.45","NP","NP","0.2","1.36","198.29","42.57","25.58","9.41","3.89","20.90","184.30","NP","43.56","277.4","272.54","0.01","27.14","25.65","1.49","3.4","22.26","0.31","0.16","0.15","0.16","NP","-13.67","NP","NP","NP","NP","NP","NP","0.71","0.67","0.04",NaN
"NWT","GREEN LAKE 4",2003,2003-10-30,"0930","6.41","31.8","55.04","NP","NP","0.39","1.47","203.68","43.75","25.49","9.28","6.80","22.34","187.98","NP","44.26","284.06","272.16","0.02","28.67","29.97","NP","6.16","23.81","0.17","0.18","NP","0.18","NP","-13.55","NP","NP","NP","NP","NP","NP","0.72","0.73","NP",NaN
"NWT","GREEN LAKE 4",2003,2003-12-15,"1215","6.68","37.8","81.34","NP","NP","0.21","1.14","230.96","49.48","32.1","11.87","6.97","27.58","212.16","NP","49.86","325.76","328.04","0","36.68","34.64","2.04","5.92","28.72","0.28","0.2","0.08","0.2","NP","-13.81","NP","NP","NP","NP","NP","NP","0.79","0.76","0.03",NaN
"NWT","GREEN LAKE 4",2004,2004-01-10,"1330","6.52","39.8","97.66","NP","NP","0.3","0.88","243.16","49.95","31.67","12.15","4.23","28.69","221.38","NP","46.57","338.11","351.96","-0.02","34.11","34.23","NP","4.66","29.57","0.19","0.16","0.03","0.16","NP","NP","NP","NP","NP","NP","NP","NP","0.79","0.81","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-02-27,"1430","6.35","41","96.35","NP","NP","0.45","2.37","253.04","51.72","36.41","14.86","9.03","30.26","224.00","NP","48.21","358.84","359.63","0","42.42","41.91","0.51","9.29","32.62","0.37","0.23","0.14","0.23","NP","-13.72","NP","NP","NP","NP","NP","NP","0.83","0.82","0.01",NaN
"NWT","GREEN LAKE 4",2004,2004-03-30,"1530","6.41","39.2","96.12","NP","NP","0.39","1.3","243.71","49.7","32.54","13.68","6.60","28.69","220.67","NP","44.08","341.32","352.08","-0.02","34.24","32.48","1.76","2.48","29.99","0.24","0.25","NP","0.25","NP","-13.75","NP","NP","NP","NP","NP","NP","0.79","0.8","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-05-04,"1230","6.48","46","113.4","NP","NP","0.33","49.9","263.17","50.26","32.1","12.91","5.70","50.71","231.48","NP","40.30","408.68","401.28","0.01","110.51","100.29","10.23","NP","100.6","0.33","0.22","0.11","0.22","NP","-17.84","NP","NP","NP","NP","NP","NP","1.09","1.2","NP","NH4+, SO4 2- and Ca++ were checked. Meltwater from snow ponded on the lake ice."
"NWT","GREEN LAKE 4",2004,2004-05-20,"1110","6.48","32.7","91.08","NP","NP","0.33","5.12","202.79","42.69","24.53","17.44","5.64","31.61","161.75","NP","38.25","292.91","290.08","0","42.43","42.07","0.35","5.35","36.73","0.16","0.09","0.07","0.09","NP","-15.07","NP","NP","NP","NP","NP","NP","1.92","1.95","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-05-27,"1000","6.19","24.1","60.21","NP","NP","0.65","3.58","139.82","32","21.01","15.37","5.78","40.14","109.14","NP","32.79","212.42","215.27","-0.01","48.53","47","1.52","3.28","43.72","0.19","0.15","0.04","0.15","NP","-15.88","NP","NP","NP","NP","NP","NP","1.81","1.78","0.03",NaN
"NWT","GREEN LAKE 4",2004,2004-06-03,"0915","6.29","22.9","57.39","NP","NP","0.51","2.27","135.63","30.6","21.31","13.27","5.11","38.58","97.10","NP","34.78","203.6","198.18","0.01","47.01","44.16","2.85","3.32","40.85","0.26","0.2","0.06","0.2","NP","-15.98","NP","NP","NP","NP","NP","NP","NP","2.13","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-06-10,"0925","6.1","17.97","49.41","NP","NP","0.79","1.82","100.25","22.1","16.01","8.21","4.17","31.45","66.69","NP","28.01","149.17","151.72","-0.01","39.38","36.73","2.65","3.46","33.27","0.21","0.1","0.12","0.1","NP","-16.15","NP","NP","NP","NP","NP","NP","NP","2.28","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-06-17,"0910","6.45","17.57","38.85","NP","NP","0.35","0.63","99.95","21.64","16.14","7.31","3.64","29.01","67.73","0.15","28.37","146.03","139.38","0.02","33.11","30.52","2.59","0.88","29.64","0.16","0.15","0.02","0.1","0.05","-16.31","NP","NP","NP","NP","NP","NP","NP","0.76","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-06-24,"0905","6.44","20.6","51.7","NP","NP","0.36","NP","122.65","26.97","18.83","7.77","3.75","28.42","89.23","NP","34.16","176.59","173.1","0.01","31.98","34.87","NP","6.45","28.42","0.12","0.11","0.01","0.11","NP","-15.76","NP","NP","NP","NP","NP","NP","NP","0.88","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-07-01,"0815","6.23","21.1","44.88","NP","NP","0.59","0.58","125.4","26.58","18.83","7.57","3.44","27.03","95.54","NP","33.93","179.56","170.89","0.02","29.45","27.52","1.93","NP","27.61","0.2","0.21","NP","0.21","NP","-14.83","NP","NP","NP","NP","NP","NP","NP","1","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-07-08,"0840","6.41","19.3","49.26","NP","NP","0.39","0.6","113.12","25.56","17.92","6.75","3.78","24.79","87.65","NP","34.89","164.35","165.48","0","27.04","27.12","NP","1.73","25.39","0.16","0.17","NP","0.17","NP","-14.97","NP","NP","NP","NP","NP","NP","NP","0.84","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-07-15,"0845","6.4","17.82","54.58","NP","NP","0.4","NP","104.84","22.38","17.49","6.96","3.33","21.60","75.26","NP","33.25","152.06","154.77","-0.01","26.3","24.64","1.65","3.05","21.6","0.15","0.16","NP","0.16","NP","-15.27","NP","NP","NP","NP","NP","NP","NP","0.01","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-07-22,"0935","6.3","17.44","56.61","NP","NP","0.5","NP","104.34","22.13","16.14","6.42","2.68","19.69","75.08","NP","32.75","149.53","154.06","-0.01","22.58","21.6","0.98","1.91","19.69","0.27","0.17","0.1","0.17","NP","-15.41","NP","NP","NP","NP","NP","NP","NP","NP","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-07-29,"0945","6.34","18.34","51.76","NP","NP","0.46","NP","104.49","22.88","16.62","5.98","2.45","19.53","78.24","NP","31.40","150.43","151.99","-0.01","21.52","19.74","1.77","0.21","19.53","0.17","0.14","0.02","0.14","NP","-15.32","NP","NP","NP","NP","NP","NP","NP","0.3","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-08-05,"0905","6.53","17.6","61.52","NP","NP","0.3","0.64","106.34","22.77","16.75","6.11","2.37","16.06","79.84","NP","31.46","152.9","159.8","-0.02","22.13","23.35","NP","6.65","16.7","0.27","0.14","0.13","0.14","NP","-15.25","NP","NP","NP","NP","NP","NP","NP","0.23","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-08-12,"0915","6.38","17.95","62.34","NP","NP","0.42","0.98","106.59","22.98","17.14","6.37","2.28","13.85","79.80","NP","30.62","154.46","158.28","-0.01","17.4","18.81","NP","3.98","14.83","0.19","0.08","0.12","0.08","NP","-15.13","NP","NP","NP","NP","NP","NP","NP","0.31","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-08-19,"1005","6.46","17.8","64.46","NP","NP","0.35","1.43","109.88","22.98","17.57","5.93","2.45","12.24","78.93","NP","29.09","158.14","158.08","0","18.47","15.52","2.95","1.85","13.67","0.22","0.1","0.11","0.1","NP","-15.04","NP","NP","NP","NP","NP","NP","NP","NP","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-08-26,"0855","6.46","20","59.62","NP","NP","0.35","0.86","123","27.1","18.49","6.6","3.44","15.76","102.14","NP","30.76","176.39","180.96","-0.01","18.53","17.1","1.43","0.49","16.61","0.2","0.1","0.1","0.1","NP","-14.64","NP","NP","NP","NP","NP","NP","NP","NP","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-09-02,"0855","6.17","19.9","59.65","NP","NP","0.68","0.66","124.55","27.44","19.36","6.34","2.76","15.11","110.18","NP","30.22","179.03","187.71","-0.02","17.73","19.54","NP","3.77","15.78","0.19","0.11","0.08","0.11","NP","-14.56","NP","NP","NP","NP","NP","NP","NP","0.36","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-09-09,"0900","6.33","20.2","64.61","NP","NP","0.47","1.21","126.15","27.54","19.7","6.42","2.57","14.08","110.93","NP","30.75","181.49","192.19","-0.03","16.83","17.83","NP","2.54","15.29","0.33","0.09","0.24","0.09","NP","-14.5","NP","NP","NP","NP","NP","NP","NP","0.39","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-09-16,"0840","6.34","21.1","65.88","NP","NP","0.46","NP","133.88","28.71","20.75","6.44","2.45","15.16","112.12","NP","30.94","190.24","195.61","-0.01","19.52","18.07","1.46","2.91","15.16","0.16","0.09","0.07","0.09","NP","-14.34","NP","NP","NP","NP","NP","NP","NP","0.35","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-09-23,"0845","6.49","21.4","65.3","NP","NP","0.32","NP","136.98","29.24","21.18","6.91","2.62","15.35","112.01","NP","29.14","194.62","195.29","0","16.83","17.17","NP","1.82","15.35","0.16","0.11","0.05","0.11","NP","-14.06","NP","NP","NP","NP","NP","NP","NP","0.33","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-09-30,"0840","6.66","21.3","62.05","NP","NP","0.22","NP","139.82","29.75","21.79","6.83","2.79","15.97","114.99","NP","29.38","198.41","195.8","0.01","19.13","17.18","1.94","1.22","15.97","0.16","0.1","0.06","0.1","NP","-13.94","NP","NP","NP","NP","NP","NP","NP","0.33","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-10-07,"0830","6.56","21.7","59.6","NP","NP","0.28","NP","141.32","29.48","22.18","7.47","2.99","16.95","115.96","NP","30.12","200.73","195.5","0.01","19.84","18.34","1.5","1.39","16.95","0.1","0.08","0.02","0.08","NP","-13.97","NP","NP","NP","NP","NP","NP","NP","0.35","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-10-14,"0900","6.78","22.2","61.29","NP","NP","0.17","NP","145.76","30.83","23.14","7.67","3.13","18.10","113.28","NP","31.97","207.57","195.8","0.03","23.12","22","1.12","3.91","18.1","0.14","NP","0.14","NP","NP","-13.89","NP","NP","NP","NP","NP","NP","NP","0.33","NP",NaN
"NWT","GREEN LAKE 4",2004,2004-10-21,"0830","6.65","22.7","63.78","NP","NP","0.22","NP","148.15","31.77","23.53","7.72","3.51","19.89","118.76","NP","33.51","211.4","205.93","0.01","22.32","24.8","NP","4.92","19.89","0.12","0.07","0.05","0.07","NP","-13.91","NP","NP","NP","NP","NP","NP","NP","NP","NP",NaN
"NWT","GREEN LAKE 4 WATERFALL",2004,2004-11-11,"1040","6.29","33.2","47.71","NP","NP","0.51","NP","214.87","45.25","29.88","7.57","5.25","31.27","213.90","NP","46.40","298.08","298.13","0","33.29","35.43","NP","4.16","31.27","0.05","NP","0.05","NP","NP","-13.73","NP","NP","NP","NP","NP","NP","NP","3.93","NP","Ca++, Mg++, and SO4 2- were checked. Sample was taken downstream of the lake (below the waterfall)."
"NWT","GREEN LAKE 4",2004,2004-12-17,"1230","6.57","33.1","103.89","NP","NP","0.27","9.98","193.86","39.72","42.15","15.6","12.97","27.27","148.53","0.25","44.16","301.58","292.91","0.01","50.21","48.32","1.89","11.07","37.25","0.25","0.23","0.01","0.15","0.08","-14.2","NP","NP","NP","NP","NP","NP","NP","0.71","NP","NH4+, Na+, K+, Cl-, and SO4 2- were checked. Sample was lake water taken through 50 cm of ice."
"NWT","GREEN LAKE 4",2005,2005-01-27,"1210","6.58","34.6","110.84","NP","NP","0.26","2.62","196.31","39.18","44.58","19.28","14.81","27.37","146.26","0.22","41.73","302.24","299.5","0","52.13","53.37","NP","23.39","29.98","0.22","0.2","0.02","0.13","0.07","-14.32","NP","NP","NP","NP","NP","NP","NP","NP","NP","Cl- was checked."
"NWT","GREEN LAKE 4",2005,2005-03-03,"1150","6.65","29.7","90.55","NP","NP","0.22","2.3","187.72","38.54","31.06","10.43","5.58","23.40","143.85","NP","40.53","270.28","263.38","0.01","32.62","32.25","0.36","6.55","25.7","0.19","0.14","0.04","0.14","NP","-14.26","NP","NP","NP","NP","NP","NP","NP","1.06","NP",NaN
